"FIPS","CODE","CMZ","total_acres","residue","avg_res_acre","cgy","cgr","sgr","sgr","sby","sbr","wheaty","wheatr","barleyy","barleyr","oaty","oatr","ryey","ryer","coty","cotr","suny","sunr","flay","flar","safy","safr","cany","canr","poty","potr"
"SC019","SC019",67,0,0,0,96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC021","SC021",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC023","SC023",66,833.45,191.47,0.23,0,0,0,0,0,0,59.1,382936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC025","SC025",66,14465.5,13889.1,0.96,93.6,6698500,0,0,27.2,0,57.4,21079700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC027","SC027",67,58707.3,55458.8,0.94,119.3,80759200,0,0,31,0,54.8,30158500,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
"SC029","SC029",67,5460.91,4681.51,0.86,73.8,8195170,0,0,25.2,0,41.5,1167840,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC031","SC031",67,38714.4,33909.8,0.88,105.4,47214100,0,0,24.7,0,49.6,20605600,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC033","SC033",67,25516.9,22064,0.86,102.2,31453400,0,0,25.2,0,46.1,12674700,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC035","SC035",67,10170.9,7167.17,0.7,101.5,11397000,0,0,35.6,0,51.3,2937380,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC037","SC037",67,1739.26,349.4,0.2,96.2,430927,0,0,17.9,0,51.6,267869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC039","SC039",66,1475.74,93,0.06,103.1,186008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC041","SC041",67,35428.9,31188,0.88,108.7,45760200,0,0,29.8,0,45.3,16615800,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC043","SC043",67,4475.3,4469.73,1,123.1,6322020,0,0,31.4,0,52.1,2617450,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC045","SC045",66,261.35,0,0,0,0,0,0,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC047","SC047",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC049","SC049",67,14565.2,13919.8,0.96,87,19550400,0,0,31.9,0,46.6,8289220,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC051","SC051",67,35579.7,28957.8,0.81,106.3,44075500,0,0,25.8,0,44.8,13840100,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC053","SC053",67,0,0,0,81.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC055","SC055",67,4549.02,3794.67,0.83,107.8,5347070,0,0,18.7,0,45.7,2242270,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC057","SC057",66,1627.34,109.88,0.07,100.8,219766,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC059","SC059",66,148.17,4.94,0.03,0,0,0,0,0,0,21.8,9871.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC061","SC061",67,53857.8,49023,0.91,110.6,66200400,0,0,31.4,0,51.2,31845700,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC063","SC063",67,4145.19,3374.2,0.81,131.9,5575640,0,0,31.5,0,49.9,1172760,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC065","SC065",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC067","SC067",67,15982.5,16738.8,1.05,124.7,24015800,0,0,28.7,0,46.2,9461790,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"SC069","SC069",67,10627.3,10488.8,0.99,122.5,14819300,0,0,28.4,0,56.5,6158310,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC071","SC071",66,5861.08,1687.31,0.29,112.6,831122,0,0,29.6,0,50.2,2543510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC073","SC073",66,794.74,121.94,0.15,0,0,0,0,30.1,0,47.6,243881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC075","SC075",67,51227.7,65542,1.28,123.2,92007200,0,0,37.5,0,60.7,39076900,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC077","SC077",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC079","SC079",67,11599.2,9698.91,0.84,132.6,13237800,0,0,27.7,0,65.7,6160000,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
"SC081","SC081",66,2281.7,279.85,0.12,71.7,124693,0,0,22.3,0,46.4,435010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC083","SC083",66,1253.02,261.81,0.21,117.6,88227.3,0,0,27.4,0,42.5,435397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC085","SC085",67,46822.6,66113.9,1.41,135.2,102203000,0,0,29.6,0,50.4,30025200,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"SC087","SC087",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SC089","SC089",67,34104,26013.5,0.76,94.4,36727200,0,0,33.3,0,53.1,15299800,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"SC091","SC091",66,1088.86,349.95,0.32,60.8,92162.5,0,0,28.5,0,53.2,607729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD003","SD003",4,136815,234628,1.71,100.3,354778000,0,0,41.3,0,63.2,114479000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD005","SD005",5,330062,555826,1.68,125,995314000,0,0,40,0,66.5,116338000,0,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0
"SD007","SD007",4,51790.1,86852.6,1.68,128,122110000,0,0,0,0,32.1,51595600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD009","SD009",4,181545,339668,1.87,118.8,573109000,0,0,42.1,0,57.9,106228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD011","SD011",1,139109,315118,2.27,157.5,585098000,0,0,45,0,58.1,45138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD013","SD013",4,536856,1220700,2.27,146.3,2173010000,0,0,38.3,0,58.6,268381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD015","SD015",4,126879,244399,1.93,120.4,360936000,0,0,43.3,0,59.9,127862000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD017","SD017",3,15128.4,27535.2,1.82,129.4,8536100,0,0,0,0,52.9,46534200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD019","SD019",1,12526.8,16895.3,1.35,152,26834700,0,0,0,0,20.3,6956000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD021","SD021",4,53206.4,102268,1.92,116.5,179693000,0,0,32.2,0,50.3,24841900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD023","SD023",1,110783,190747,1.72,114.7,356590000,0,0,45.8,316724,46.7,24587300,0,0,0,0,0,0,0,0,2290,0,0,0,0,0,0,0,0,0
"SD025","SD025",4,223413,479572,2.15,139,831931000,0,0,38.3,0,60.2,127214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD027","SD027",1,185014,270263,1.46,149.6,540526000,0,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD029","SD029",3,65454,54180.6,0.83,145,22596200,0,0,0,0,62.1,85765100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD031","SD031",3,62809.6,53172.3,0.85,88.5,20430800,0,0,0,0,46.7,85913900,0,0,0,0,0,0,0,0,1551,0,0,0,0,0,0,0,0,0
"SD033","SD033",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD035","SD035",1,60865.1,99777.5,1.64,103.2,193644000,0,0,44.5,0,35.1,5910760,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0
"SD037","SD037",4,204867,403137,1.97,128.2,702939000,0,0,35.7,0,52.5,103335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD039","SD039",3,30745.2,35771.6,1.16,157.2,17797700,0,0,0,0,65.1,53745400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD041","SD041",4,25489.4,33411.1,1.31,74.6,45133800,0,0,0,0,36.8,21688400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD043","SD043",1,59165.9,106915,1.81,112.1,209181000,0,0,47.8,0,52.9,4648880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD045","SD045",3,93040.3,57630.4,0.62,120.5,20034700,0,0,0,0,80.3,95226100,0,0,0,0,0,0,0,0,1584.3,0,0,0,0,0,0,0,0,0
"SD047","SD047",1,4582.55,3576.75,0.78,92.4,7153500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0
"SD049","SD049",1,168624,283170,1.68,138.9,425433000,0,0,37.9,0,48.5,140907000,0,0,0,0,0,0,0,0,1374.5,0,0,0,0,0,0,0,0,0
"SD051","SD051",4,177925,387999,2.18,140,665779000,0,0,38.4,0,66.8,110218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD053","SD053",5,72755.1,88745.9,1.22,85.9,116818000,0,0,42.7,0,50.1,60674100,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,0,0,0,0
"SD055","SD055",4,94682.6,111007,1.17,61.9,109775000,0,0,0,0,36,112239000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD057","SD057",1,109442,251232,2.3,163.1,460477000,0,0,43.6,0,58.6,41987600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD059","SD059",4,225481,429978,1.91,114.7,654461000,0,0,37.8,0,61.3,205496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD061","SD061",3,9334.7,24397,2.61,108.1,1733720,0,0,0,0,57.5,47060300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD063","SD063",1,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD065","SD065",4,85229.3,157824,1.85,122,221728000,0,0,45.9,0,40.1,93918900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD067","SD067",1,133609,246192,1.84,113.9,485913000,0,0,45.9,0,50.2,6472310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD069","SD069",5,38711.3,64446.7,1.66,87.2,80713000,0,0,25.8,0,47.5,48180300,0,0,0,0,0,0,0,0,1373.5,0,0,0,0,0,0,0,0,0
"SD071","SD071",4,29090.7,17143.6,0.59,0,0,0,0,0,0,35.6,34287200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD073","SD073",5,75815.2,132691,1.75,110,185583000,0,0,39.7,0,52.5,79797600,0,0,0,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0
"SD075","SD075",4,47434.4,60496.7,1.28,68.3,63063000,0,0,0,0,41,57930400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD077","SD077",4,275857,603506,2.19,142.2,1040380000,0,0,42.8,0,61.5,166631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD079","SD079",3,2469.5,1805.2,0.73,158.2,2717970,0,0,0,0,0,892429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD081","SD081",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD083","SD083",4,270994,609902,2.25,149.7,1104390000,0,0,48.2,0,50.2,115412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD085","SD085",4,126180,224399,1.78,105.8,265522000,0,0,58.6,0,48.5,183276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD087","SD087",1,235127,328990,1.4,143.3,657979000,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD089","SD089",1,136498,180778,1.32,122,237491000,0,0,31.7,0,41.2,124064000,0,0,0,0,0,0,0,0,1971,0,0,0,0,0,0,0,0,0
"SD091","SD091",3,33955.6,25441.1,0.75,160.8,38315000,0,0,0,0,0,12567100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD093","SD093",5,2782.82,4067.98,1.46,79.8,5435280,0,0,0,0,34.4,2700670,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0
"SD095","SD095",4,25441.2,26833.2,1.05,52.8,29043900,0,0,0,0,34.4,24622400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD097","SD097",4,147000,280834,1.91,121.5,475087000,0,0,45.1,0,55.3,86581800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD099","SD099",4,289491,737286,2.55,170.5,1342620000,0,0,51.5,0,54.5,131950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD101","SD101",3,3210.35,2645.43,0.82,179.9,4012210,0,0,0,0,0,1278650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD103","SD103",3,26628.6,23825.2,0.89,64.1,9647610,0,0,0,0,32.1,38002800,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,0
"SD105","SD105",1,12122.1,8316.21,0.69,49,12294900,0,0,0,0,26,4337550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD107","SD107",1,165849,188036,1.13,116.7,189846000,0,0,31.8,0,46.6,186226000,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0
"SD109","SD109",4,261655,538897,2.06,154.2,1077790000,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD111","SD111",5,97807.8,147269,1.51,112.1,257081000,0,0,42.8,0,55.2,37455800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD113","SD113",1,12024.8,11181.2,0.93,104.2,15218400,0,0,0,0,23.7,7144040,0,0,0,0,0,0,0,0,1110,0,0,0,0,0,0,0,0,0
"SD115","SD115",5,104537,206601,1.98,143.6,350393000,0,0,40.1,0,58,62808300,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0
"SD117","SD117",1,68680.4,25115.4,0.37,0,0,0,0,0,0,23.9,50230800,0,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0
"SD119","SD119",5,139152,275892,1.98,114.5,376900000,0,0,38.7,0,49.9,174883000,0,0,0,0,0,0,0,0,1782.7,0,0,0,0,0,0,0,0,0
"SD121","SD121",4,15836.5,27886.9,1.76,115.4,45847800,0,0,30.1,0,36,9925950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD123","SD123",4,140544,189557,1.35,74.1,254488000,0,0,35.6,0,47,124627000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD125","SD125",4,271540,611190,2.25,144.7,1065720000,0,0,46.9,0,68.1,156660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD127","SD127",1,212303,318826,1.5,155.3,637652000,0,0,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD129","SD129",4,79003.7,160731,2.03,125.5,272923000,0,0,36.2,0,58,48539500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD135","SD135",3,9087.75,23558,2.59,141.1,14067100,0,0,0,0,58.2,33048900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD137","SD137",3,10568,10674.7,1.01,88.2,5109290,0,0,0,0,37.4,16240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN001","TN001",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN003","TN003",63,14954.2,2052.96,0.14,94.3,2675200,0,0,31.9,0,68.3,1430710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN005","TN005",63,8871.98,1709.91,0.19,128.4,3419810,0,0,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN007","TN007",64,3015.57,2328.51,0.77,127.1,2408310,0,0,37.7,0,40.8,2248710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN009","TN009",64,5391.13,4484.7,0.83,126.6,4033230,0,0,41.4,0,51.3,4936160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN011","TN011",64,2101.97,1397.01,0.66,118.2,1310290,0,0,38.7,0,46.4,1483730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN013","TN013",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN015","TN015",63,6172.43,734.56,0.12,126.9,1401850,0,0,42.5,0,45.3,67264.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN017","TN017",63,34853.9,8301.74,0.24,140.6,15920900,0,0,39.3,0,63.4,682602,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN019","TN019",64,105.41,32.22,0.31,130.5,64443.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN021","TN021",63,3689.35,287.1,0.08,103.1,574201,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN023","TN023",63,6450.55,1012.28,0.16,101.1,1333280,0,0,35.1,0,62.8,691277,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN027","TN027",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN029","TN029",64,2979.44,3316.71,1.11,148.1,3217560,0,0,41.6,0,62.7,3415850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN031","TN031",63,23977.2,2636.31,0.11,105.7,4170130,0,0,32.9,0,56.4,1102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN033","TN033",63,30634.7,9889.39,0.32,147.7,18667400,0,0,37,0,62.4,1111370,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN035","TN035",64,702.73,204.41,0.29,141.9,408816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN037","TN037",63,1778.04,118.82,0.07,73.3,113100,0,0,0,0,45.8,124548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN039","TN039",63,6719.87,1206.87,0.18,117,2413740,0,0,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN041","TN041",63,6763.8,794.96,0.12,123.4,1589920,0,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN043","TN043",63,1698.8,59.25,0.03,121.6,118509,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN045","TN045",63,81900,53922.3,0.66,153.4,100734000,0,0,43.1,0,59.3,7110190,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN047","TN047",63,43385.4,9710.9,0.22,144.9,18080800,0,0,39.3,0,64.9,1340990,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN049","TN049",64,685.16,163.62,0.24,109.2,327240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN051","TN051",63,45463.3,3043.75,0.07,96.6,2940630,0,0,29.5,0,71.6,3146870,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN053","TN053",63,174831,40731.6,0.23,149.5,76799100,0,0,40,0,57.9,4664030,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN055","TN055",63,13681.7,3264.1,0.24,131.4,4974120,0,0,36.3,0,62,1554080,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN057","TN057",64,698.34,195.14,0.28,123.7,390280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN059","TN059",64,3539.96,1504.24,0.42,132.8,3008480,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN061","TN061",64,4714.76,3315.23,0.7,101.8,2666070,0,0,32.3,0,53.8,3964390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN063","TN063",64,2089.19,1574.69,0.75,142,1500740,0,0,40.4,0,44.7,1648640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN065","TN065",64,527.05,157.09,0.3,128.2,314175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN067","TN067",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN069","TN069",63,23165.2,5367.12,0.23,120.8,6738360,0,0,38.4,0,60.2,3995890,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN071","TN071",63,13252.8,1616.73,0.12,121.9,2779430,0,0,34.1,0,45.7,454024,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN073","TN073",64,632.46,217.22,0.34,134,434432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN075","TN075",63,43810.9,10581.4,0.24,143.1,19855000,0,0,38.6,0,62.3,1307700,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN077","TN077",63,14316.5,1924.76,0.13,142,3654260,0,0,37.8,0,50.8,195253,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN079","TN079",63,73244.2,19104.4,0.26,142.2,35943700,0,0,36.1,0,58.1,2265180,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN081","TN081",63,4787.52,505.6,0.11,120.8,988919,0,0,41.4,0,52.4,22276.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN083","TN083",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN085","TN085",63,7312.05,723.77,0.1,148.1,1431900,0,0,43,0,49.1,15640.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN087","TN087",63,0,0,0,0,0,0,0,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN089","TN089",64,2414.65,1128.66,0.47,146.1,2257320,0,0,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN091","TN091",64,553.4,232.29,0.42,152.1,464576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN093","TN093",64,686.05,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN095","TN095",17,43381.3,66384.4,1.53,176.3,73364500,0,0,46,10689300,64.1,48714900,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
"TN097","TN097",63,44765.2,25135.2,0.56,148.1,46567200,0,0,41.2,0,51.7,3703160,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN099","TN099",63,29518.1,3812.07,0.13,139.2,5374830,0,0,37.3,0,74.7,2249310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN101","TN101",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN103","TN103",63,20728.9,1676.91,0.08,118.6,2265660,0,0,37.3,0,58.3,1088160,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
"TN105","TN105",64,4690.81,3012.28,0.64,102.4,2595540,0,0,35.8,0,43.3,3429020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN107","TN107",64,4023,1828.85,0.45,133.3,3657710,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN109","TN109",63,13860,3322.5,0.24,122.4,6473780,0,0,33.3,0,57.4,171211,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN111","TN111",63,2954.92,91.25,0.03,139.9,98153.3,0,0,40.3,0,67,84349.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN113","TN113",63,42661.5,7652.12,0.18,138.3,9004240,0,0,37.3,0,66,6300000,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"TN115","TN115",64,7467.5,6783.95,0.91,118.8,5688740,0,0,34.6,0,61.7,7879150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN117","TN117",63,7833.46,514.84,0.07,99.6,929042,0,0,27.7,0,42.7,100641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN119","TN119",63,11939.8,1808.74,0.15,119.7,2917770,0,0,33.6,0,46.5,699701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN121","TN121",64,1388.09,585.28,0.42,128.5,1170570,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN123","TN123",64,5881.14,5537.9,0.94,137.8,5222010,0,0,42.7,0,49.9,5853790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN125","TN125",63,27950.7,5864.03,0.21,156.3,10776500,0,0,40,0,60.4,951605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN127","TN127",63,1960.16,78.11,0.04,96.2,156228,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TN129","TN129",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
